# in Cohort,% Dropped Out,% Graduated,% H.S. Equiv.,% Non-Grad Completers,% Permanently Excluded,% Still in School,District Code,District Name,Year
        36,0.0,77.8,0.0,0.0,0.0,22.2,4490000,Boston Collegiate Charter (District),2014
       158,25.3,16.5,3.8,0.0,0.0,54.4,4240000,Boston Day and Evening Academy Charter (District),2014
        68,4.4,75.0,0.0,0.0,0.0,20.6,4110000,Boston Green Academy Horace Mann Charter School (District),2014
        39,7.7,66.7,0.0,0.0,0.0,25.6,4160000,Boston Preparatory Charter Public (District),2014
       128,3.9,93.0,3.1,0.0,0.0,0.0,360000,Bourne,2014
       391,1.5,91.6,0.8,0.5,0.0,5.6,400000,Braintree,2014
       406,3.7,91.9,0.0,0.2,0.0,4.2,6250000,Bridgewater-Raynham,2014
       111,1.8,98.2,0.0,0.0,0.0,0.0,9100000,Bristol County Agricultural,2014
       287,1.7,97.9,0.3,0.0,0.0,0.0,8100000,Bristol-Plymouth Regional Vocational Technical,2014
"     1,251",11.0,72.7,1.3,4.0,0.0,11.0,440000,Brockton,2014
       420,2.9,91.0,0.5,0.0,0.0,5.7,460000,Brookline,2014
       281,3.2,91.1,1.1,0.0,0.0,4.6,480000,Burlington,2014
       416,3.8,88.0,0.7,0.5,0.0,7.0,490000,Cambridge,2014
       211,2.4,95.7,0.5,0.0,0.0,1.4,500000,Canton,2014
       154,5.8,86.4,0.6,1.3,0.0,5.8,8150000,Cape Cod Regional Vocational Technical,2014
       119,2.5,95.0,0.8,0.0,0.0,1.7,520000,Carver,2014
       127,1.6,94.5,2.4,0.0,0.0,1.6,6350000,Central Berkshire,2014
       391,2.8,94.6,0.3,0.8,0.0,1.5,560000,Chelmsford,2014
       371,15.4,63.6,3.5,3.8,0.0,13.7,570000,Chelsea,2014
       640,11.4,78.1,3.9,0.5,0.0,6.1,610000,Chicopee,2014
        49,2.0,73.5,0.0,0.0,0.0,24.5,4370000,City On A Hill Charter Public (District),2014
       106,4.7,89.6,1.9,0.9,0.0,2.8,640000,Clinton,2014
        35,5.7,85.7,0.0,0.0,0.0,8.6,4380000,Codman Academy Charter Public (District),2014
       103,1.0,96.1,0.0,0.0,0.0,2.9,650000,Cohasset,2014
        36,2.8,80.6,0.0,0.0,0.0,16.7,4360000,Community Charter School of Cambridge (District),2014
       312,0.3,95.5,0.3,0.6,0.0,3.2,6400000,Concord-Carlisle,2014
       250,3.2,93.2,1.2,0.0,0.0,2.4,710000,Danvers,2014
       306,3.9,91.5,1.3,0.0,0.3,2.9,720000,Dartmouth,2014
       231,2.2,91.8,0.4,1.3,0.0,4.3,730000,Dedham,2014
       200,7.0,82.5,1.5,1.5,0.0,7.5,6450000,Dennis-Yarmouth,2014
       205,1.5,97.1,1.0,0.5,0.0,0.0,6500000,Dighton-Rehoboth,2014
       127,3.9,92.1,2.4,0.0,0.0,1.6,770000,Douglas,2014
       150,1.3,97.3,0.0,1.3,0.0,0.0,6550000,Dover-Sherborn,2014
       287,4.9,88.5,1.4,1.4,0.0,3.8,790000,Dracut,2014
       276,1.4,95.3,1.4,1.1,0.0,0.7,6580000,Dudley-Charlton Reg,2014
       228,1.8,96.9,0.9,0.0,0.0,0.4,820000,Duxbury,2014
       159,1.9,95.6,0.6,0.6,0.0,1.3,830000,East Bridgewater,2014
       220,1.8,94.1,0.0,1.4,0.0,2.7,870000,East Longmeadow,2014
       120,3.3,88.3,2.5,0.8,0.0,5.0,860000,Easthampton,2014
       311,1.0,95.2,0.6,0.0,0.0,3.2,880000,Easton,2014
        46,0.0,97.8,0.0,0.0,0.0,2.2,4520000,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),2014
       108,0.9,99.1,0.0,0.0,0.0,0.0,9130000,Essex Agricultural Technical,2014
       541,8.9,76.9,1.3,3.3,0.0,9.6,930000,Everett,2014
       142,9.9,85.9,0.7,0.7,0.0,2.8,940000,Fairhaven,2014
       624,15.4,68.6,1.6,5.8,0.0,8.7,950000,Fall River,2014
       204,5.9,87.7,2.0,0.0,0.0,4.4,960000,Falmouth,2014
       401,11.2,71.1,2.5,2.0,0.5,12.7,970000,Fitchburg,2014
        36,5.6,88.9,5.6,0.0,0.0,0.0,4130000,Four Rivers Charter Public (District),2014
       203,3.0,91.6,0.0,0.0,0.0,5.4,990000,Foxborough,2014
        61,3.3,95.1,0.0,1.6,0.0,0.0,4460000,Foxborough Regional Charter (District),2014
       558,7.0,84.6,0.9,0.0,0.0,7.5,1000000,Framingham,2014
        67,1.5,91.0,0.0,0.0,0.0,7.5,4780000,Francis W. Parker Charter Essential (District),2014
       406,1.7,96.3,0.2,0.0,0.0,1.7,1010000,Franklin,2014
       122,4.9,90.2,0.8,0.0,0.0,4.1,8180000,Franklin County Regional Vocational Technical,2014
       225,4.4,92.9,0.4,0.0,0.0,2.2,6650000,Freetown-Lakeville,2014
        99,4.0,91.9,1.0,0.0,0.0,3.0,6700000,Frontier,2014
       173,13.9,75.1,2.9,1.7,0.0,6.4,1030000,Gardner,2014
        80,7.5,85.0,3.8,1.3,0.0,2.5,6720000,Gateway,2014
       112,2.7,93.8,0.9,0.0,0.0,2.7,1050000,Georgetown,2014
        65,7.7,81.5,1.5,1.5,0.0,7.7,6740000,Gill-Montague,2014
        20,0.0,95.0,0.0,0.0,0.0,5.0,4960000,Global Learning Charter Public  (District),2014
       248,5.2,89.5,1.6,0.4,0.0,3.2,1070000,Gloucester,2014
       178,2.8,90.4,0.6,0.0,0.0,6.2,1100000,Grafton,2014
        86,1.2,96.5,0.0,0.0,0.0,2.3,1110000,Granby,2014
       330,0.9,97.6,0.3,0.6,0.3,0.3,8210000,Greater Fall River Regional Vocational Technical,2014
       300,2.0,93.0,0.7,0.3,0.0,4.0,8230000,Greater Lawrence Regional Vocational Technical,2014
       513,1.6,95.1,0.0,0.4,0.2,2.7,8280000,Greater Lowell Regional Vocational Technical,2014
       543,5.3,91.5,0.2,0.4,0.9,1.7,8250000,Greater New Bedford Regional Vocational Technical,2014
       103,4.9,75.7,2.9,4.9,2.9,8.7,1140000,Greenfield,2014
       213,0.5,97.2,0.0,0.0,0.0,2.3,6730000,Groton-Dunstable,2014
        44,2.3,95.5,0.0,0.0,0.0,2.3,1170000,Hadley,2014
       180,1.7,96.7,0.0,0.0,0.0,1.7,6750000,Hamilton-Wenham,2014
        29,0.0,96.6,0.0,0.0,0.0,3.4,4990000,Hampden Charter School of Science (District),2014
       315,2.2,96.2,0.3,0.3,0.0,1.0,6800000,Hampden-Wilbraham,2014
       130,0.8,95.4,2.3,0.0,0.0,1.5,6830000,Hampshire,2014
       194,0.0,98.5,0.5,0.0,0.0,1.0,1220000,Hanover,2014
       103,2.9,97.1,0.0,0.0,0.0,0.0,1250000,Harvard,2014
        31,0.0,96.8,3.2,0.0,0.0,0.0,1270000,Hatfield,2014
       487,13.8,74.5,1.2,2.1,0.0,8.4,1280000,Haverhill,2014
       257,3.5,94.2,0.4,0.0,0.0,1.9,1310000,Hingham,2014
        77,2.6,79.2,1.3,1.3,0.0,15.6,1330000,Holbrook,2014
       193,0.5,99.0,0.0,0.0,0.0,0.5,1360000,Holliston,2014
       505,19.2,60.2,3.8,4.6,0.2,12.1,1370000,Holyoke,2014
        84,2.4,94.0,1.2,0.0,0.0,2.4,1380000,Hopedale,2014
       304,0.0,98.7,0.7,0.0,0.0,0.7,1390000,Hopkinton,2014
       204,3.9,90.7,1.5,0.0,0.0,3.9,1410000,Hudson,2014
        83,4.8,81.9,1.2,0.0,0.0,12.0,1420000,Hull,2014
        52,1.9,92.3,0.0,0.0,0.0,5.8,4350000,Innovation Academy Charter (District),2014
       171,1.8,94.7,1.8,1.2,0.0,0.6,1440000,Ipswich,2014
       330,1.8,93.9,0.3,0.3,0.0,3.6,6900000,King Philip,2014
"     1,032",12.6,66.9,1.1,7.0,0.0,12.5,1490000,Lawrence,2014
        84,4.8,91.7,3.6,0.0,0.0,0.0,1500000,Lee,2014
       124,0.0,90.3,4.8,0.0,0.0,4.8,1510000,Leicester,2014
        67,0.0,100.0,0.0,0.0,0.0,0.0,1520000,Lenox,2014
       453,3.1,90.1,1.3,1.5,0.0,4.0,1530000,Leominster,2014
       489,0.6,94.9,1.0,0.2,0.0,3.3,1550000,Lexington,2014
       407,0.7,97.1,0.0,0.0,0.0,2.2,6950000,Lincoln-Sudbury,2014
       105,5.7,90.5,0.0,0.0,0.0,3.8,1580000,Littleton,2014
       234,0.0,97.4,0.9,0.4,0.0,1.3,1590000,Longmeadow,2014
       818,12.7,73.8,2.7,2.6,0.1,8.1,1600000,Lowell,2014
        73,43.8,5.5,17.8,0.0,1.4,31.5,4580000,Lowell Middlesex Academy Charter (District),2014
       258,3.1,90.7,1.2,0.4,0.0,4.7,1610000,Ludlow,2014
       111,0.0,96.4,0.9,0.0,0.0,2.7,1620000,Lunenburg,2014
"     1,087",11.9,75.8,1.4,2.9,0.0,8.1,1630000,Lynn,2014
       152,0.7,95.4,1.3,0.0,1.3,1.3,1640000,Lynnfield,2014
        49,0.0,100.0,0.0,0.0,0.0,0.0,4680000,Ma Academy for Math and Science,2014
       468,7.7,79.9,1.1,0.9,0.0,10.5,1650000,Malden,2014
       117,0.9,96.6,0.0,0.0,0.9,1.7,6980000,Manchester Essex Regional,2014
       350,3.4,95.4,0.3,0.0,0.0,0.9,1670000,Mansfield,2014
       257,1.2,96.5,0.4,0.8,0.0,1.2,1680000,Marblehead,2014
       282,6.0,81.6,0.4,0.7,0.7,10.6,1700000,Marlborough,2014
       328,3.7,92.4,1.8,0.3,0.0,1.8,1710000,Marshfield,2014
         7,28.6,57.1,0.0,0.0,0.0,14.3,4660000,Martha's Vineyard Charter (District),2014
       163,2.5,91.4,1.2,0.6,0.0,4.3,7000000,Marthas Vineyard,2014
       346,0.0,98.6,0.9,0.0,0.0,0.6,7050000,Masconomet,2014
       103,2.9,83.5,1.0,1.9,0.0,10.7,1720000,Mashpee,2014
        42,0.0,66.7,0.0,0.0,0.0,33.3,4690000,MATCH Charter Public School (District),2014
        90,5.6,88.9,1.1,0.0,1.1,3.3,1740000,Maynard,2014
       238,0.4,97.5,0.0,0.4,0.0,1.7,1750000,Medfield,2014
       353,5.4,86.7,0.8,0.8,0.0,6.2,1760000,Medford,2014
       188,1.1,95.2,1.6,0.0,0.0,2.1,1770000,Medway,2014
       233,0.9,96.1,1.3,0.4,0.0,1.3,1780000,Melrose,2014
       184,0.5,95.7,1.6,0.0,0.5,1.6,7100000,Mendon-Upton,2014
       462,5.2,86.4,1.7,1.7,0.0,5.0,1810000,Methuen,2014
       191,5.2,90.1,1.0,0.0,0.0,3.7,1820000,Middleborough,2014
       292,4.1,86.6,1.4,0.3,0.0,7.5,1850000,Milford,2014
       123,3.3,91.9,2.4,0.0,0.0,2.4,1860000,Millbury,2014
       110,0.9,94.5,0.0,0.0,0.0,4.5,1870000,Millis,2014
       233,1.3,94.0,0.0,0.0,0.0,4.7,1890000,Milton,2014
       155,4.5,86.5,0.6,0.0,0.0,8.4,8300000,Minuteman Regional Vocational Technical,2014
        75,4.0,85.3,0.0,1.3,1.3,8.0,7170000,Mohawk Trail,2014
       107,0.9,89.7,0.9,0.0,0.0,8.4,7120000,Monomoy Regional School District,2014
        90,14.4,73.3,6.7,0.0,0.0,5.6,1910000,Monson,2014
       332,0.3,98.2,0.6,0.0,0.3,0.6,8320000,Montachusett Regional Vocational Technical,2014
       113,0.0,100.0,0.0,0.0,0.0,0.0,7150000,Mount Greylock,2014
        82,2.4,96.3,0.0,0.0,0.0,1.2,4700000,Mystic Valley Regional Charter (District),2014
       104,4.8,82.7,1.0,2.9,0.0,8.7,1970000,Nantucket,2014
        88,1.1,94.3,0.0,0.0,0.0,4.5,7200000,Narragansett,2014
       234,1.3,94.4,0.4,0.0,0.0,3.8,7250000,Nashoba,2014
       162,1.9,95.1,1.2,0.0,0.0,1.9,8520000,Nashoba Valley Regional Vocational Technical,2014
       351,1.1,93.2,0.3,1.4,0.0,4.0,1980000,Natick,2014
       272,1.5,92.6,0.4,1.1,0.0,4.4,6600000,Nauset,2014
       363,0.6,97.5,0.3,0.3,0.0,1.4,1990000,Needham,2014
       581,18.8,60.8,2.2,9.3,0.2,8.8,2010000,New Bedford,2014
       163,1.2,95.7,0.0,1.2,0.0,1.8,2040000,Newburyport,2014
       945,0.5,95.3,0.3,0.0,0.0,3.8,2070000,Newton,2014
       116,0.0,95.7,0.0,0.0,0.0,4.3,9150000,Norfolk County Agricultural,2014
       113,10.6,79.6,2.7,0.9,0.0,6.2,2090000,North Adams,2014
       349,0.3,95.1,0.3,1.7,0.0,2.6,2110000,North Andover,2014
       315,3.2,89.5,1.0,1.6,0.0,4.8,2120000,North Attleborough,2014
        34,0.0,88.2,2.9,0.0,0.0,8.8,2150000,North Brookfield,2014
        41,2.4,78.0,7.3,0.0,4.9,7.3,4740000,North Central Charter Essential (District),2014
       247,2.8,93.9,0.0,1.6,0.0,1.6,7350000,North Middlesex,2014
       197,2.5,93.4,0.5,0.0,0.0,3.6,2170000,North Reading,2014
       103,1.0,99.0,0.0,0.0,0.0,0.0,8540000,North Shore Regional Vocational Technical,2014
       221,3.2,92.3,0.5,0.5,0.0,3.6,2100000,Northampton,2014
       103,2.9,95.1,0.0,0.0,0.0,1.9,4060000,Northampton-Smith Vocational Agricultural,2014
       384,1.6,96.9,0.3,0.0,0.0,1.3,7300000,Northboro-Southboro,2014
       190,4.7,90.0,1.1,1.1,0.0,3.2,2140000,Northbridge,2014
       296,1.0,95.6,0.7,0.3,1.0,1.4,8530000,Northeast Metropolitan Regional Vocational Technical,2014
       107,3.7,93.5,0.0,0.0,0.0,2.8,8510000,Northern Berkshire Regional Vocational Technical,2014
       192,6.8,87.5,2.1,0.5,0.0,3.1,2180000,Norton,2014
       160,1.3,96.9,0.0,0.0,0.0,1.9,2190000,Norwell,2014
       272,4.4,85.7,0.4,0.4,0.0,9.2,2200000,Norwood,2014
       142,0.7,99.3,0.0,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2014
       166,3.0,93.4,1.2,0.6,0.0,1.8,7400000,Old Rochester,2014
       120,11.7,77.5,3.3,0.0,0.0,7.5,2260000,Oxford,2014
       106,9.4,76.4,2.8,0.9,0.0,10.4,2270000,Palmer,2014
       154,3.9,88.3,1.3,0.0,0.0,6.5,8600000,Pathfinder Regional Vocational Technical,2014
       472,3.4,88.3,1.5,0.4,0.0,6.4,2290000,Peabody,2014
       247,3.6,92.7,1.2,0.0,0.0,2.4,2310000,Pembroke,2014
       194,4.1,92.8,0.5,0.0,0.0,2.6,7450000,Pentucket,2014
        86,51.2,15.1,7.0,0.0,0.0,26.7,4930000,Phoenix Charter Academy (District),2014
        47,0.0,97.9,0.0,0.0,0.0,2.1,4940000,Pioneer Charter School of Science (District),2014
        84,7.1,90.5,0.0,0.0,0.0,2.4,7500000,Pioneer Valley,2014
        68,2.9,82.4,8.8,0.0,0.0,5.9,4790000,Pioneer Valley Performing Arts Charter Public (District),2014
       512,6.4,84.0,3.7,0.6,0.0,5.3,2360000,Pittsfield,2014
       604,5.0,88.9,2.3,0.2,0.2,3.5,2390000,Plymouth,2014
        60,10.0,85.0,0.0,0.0,0.0,5.0,4870000,Prospect Hill Academy Charter (District),2014
       206,1.5,82.0,3.4,1.5,0.0,11.7,7530000,Quabbin,2014
        84,1.2,89.3,4.8,0.0,0.0,4.8,7780000,Quaboag Regional,2014
       733,5.5,85.7,1.2,1.1,0.0,6.5,2430000,Quincy,2014
       187,9.6,71.1,4.8,0.0,0.0,14.4,7550000,Ralph C Mahar,2014
       222,9.5,75.7,1.4,6.3,0.9,6.3,2440000,Randolph,2014
       325,1.5,94.2,1.5,0.0,0.0,2.8,2460000,Reading,2014
       433,10.6,77.8,2.5,1.6,0.0,7.4,2480000,Revere,2014
       138,5.1,89.9,0.7,0.7,0.0,3.6,2510000,Rockland,2014
        72,0.0,95.8,2.8,0.0,0.0,1.4,2520000,Rockport,2014
       104,0.0,98.1,1.0,0.0,0.0,1.0,4410000,Sabis International Charter (District),2014
       302,3.6,85.4,1.7,2.3,0.0,7.0,2580000,Salem,2014
        35,8.6,88.6,0.0,0.0,0.0,2.9,4850000,Salem Academy Charter (District),2014
        13,46.2,7.7,0.0,0.0,0.0,46.2,4670000,Salem Community Charter School (District),2014
       215,3.7,91.2,0.0,0.0,0.0,5.1,2610000,Sandwich,2014
       181,8.3,81.8,5.0,0.6,0.0,4.4,2620000,Saugus,2014
       187,2.7,90.4,0.0,0.0,0.0,7.0,2640000,Scituate,2014
       188,1.6,96.3,1.1,0.0,0.0,1.1,2650000,Seekonk,2014
       313,1.3,95.5,0.3,0.0,0.0,2.9,2660000,Sharon,2014
       336,0.3,97.6,0.0,0.0,0.3,1.8,8710000,Shawsheen Valley Regional Vocational Technical,2014
       418,1.0,94.0,1.4,0.0,0.0,3.6,2710000,Shrewsbury,2014
       280,0.4,97.9,0.4,0.0,0.0,1.4,7600000,Silver Lake,2014
       238,3.4,93.7,1.3,0.0,0.4,1.3,7630000,Somerset Berkley Regional School District,2014
       361,9.4,77.0,0.8,0.8,0.3,11.6,2740000,Somerville,2014
       163,2.5,90.8,0.6,0.0,0.0,6.1,2780000,South Hadley,2014
       158,3.2,88.0,0.6,0.0,0.0,8.2,8290000,South Middlesex Regional Vocational Technical,2014
        36,0.0,94.4,0.0,0.0,0.0,5.6,4880000,South Shore Charter Public (District),2014
       141,1.4,93.6,0.7,0.0,0.0,4.3,8730000,South Shore Regional Vocational Technical,2014
       124,17.7,62.9,1.6,5.6,0.8,11.3,2770000,Southbridge,2014
       294,2.4,96.9,0.3,0.0,0.0,0.3,8720000,Southeastern Regional Vocational Technical,2014
        53,1.9,90.6,1.9,1.9,0.0,3.8,7650000,Southern Berkshire,2014
       235,3.0,90.2,0.4,0.0,0.0,6.4,8760000,Southern Worcester County Regional Vocational Technical,2014
       122,8.2,88.5,0.8,1.6,0.0,0.8,7660000,Southwick-Tolland-Granville Regional School District,2014
       125,7.2,83.2,2.4,0.0,0.8,6.4,7670000,Spencer-E Brookfield,2014
"     1,845",20.4,61.6,2.6,4.2,0.2,10.9,2810000,Springfield,2014
       190,2.6,93.2,0.5,0.0,0.0,3.7,2840000,Stoneham,2014
       241,3.7,87.6,0.8,0.0,0.4,7.5,2850000,Stoughton,2014
       185,1.1,94.6,0.5,0.0,0.0,3.8,4890000,Sturgis Charter Public (District),2014
        94,1.1,95.7,0.0,0.0,0.0,3.2,2900000,Sutton,2014
       199,1.0,98.0,0.0,0.0,0.0,1.0,2910000,Swampscott,2014
       149,1.3,98.0,0.0,0.0,0.0,0.7,2920000,Swansea,2014
       265,2.6,91.3,0.8,0.0,0.0,5.3,7700000,Tantasqua,2014
       489,8.6,80.6,1.4,2.5,0.0,7.0,2930000,Taunton,2014
       217,3.2,93.1,0.5,0.0,0.0,3.2,2950000,Tewksbury,2014
       234,1.7,96.6,0.4,0.0,0.0,1.3,8780000,Tri County Regional Vocational Technical,2014
       204,6.9,85.8,2.5,0.0,0.5,4.4,7730000,Triton,2014
       127,3.1,92.9,0.8,0.0,0.0,3.1,3010000,Tyngsborough,2014
       157,1.9,96.8,0.6,0.0,0.6,0.0,8790000,Upper Cape Cod Regional Vocational Technical,2014
       117,3.4,84.6,1.7,0.0,0.0,10.3,3040000,Uxbridge,2014
       491,1.4,93.1,1.2,0.2,0.4,3.7,7750000,Wachusett,2014
       223,0.9,92.8,3.1,0.0,0.0,3.1,3050000,Wakefield,2014
       289,2.1,94.1,0.0,0.0,0.0,3.8,3070000,Walpole,2014
       367,7.9,84.7,0.8,2.5,0.0,4.1,3080000,Waltham,2014
        87,6.9,72.4,4.6,0.0,0.0,16.1,3090000,Ware,2014
       223,12.6,73.5,1.3,0.9,0.0,11.7,3100000,Wareham,2014
       190,4.2,87.4,0.5,1.6,0.5,5.8,3140000,Watertown,2014
       200,0.0,98.5,0.0,0.5,0.0,1.0,3150000,Wayland,2014
       139,15.1,66.2,2.9,2.9,0.7,12.2,3160000,Webster,2014
       369,0.0,97.3,0.0,0.3,0.3,2.2,3170000,Wellesley,2014
        71,5.6,91.5,0.0,0.0,0.0,2.8,3220000,West Boylston,2014
       105,1.0,98.1,0.0,0.0,0.0,1.0,3230000,West Bridgewater,2014
       303,6.6,81.2,2.0,1.7,0.3,8.3,3320000,West Springfield,2014
       274,0.4,97.1,1.1,0.0,0.0,1.5,3210000,Westborough,2014
       533,4.9,85.9,1.9,1.9,0.0,5.4,3250000,Westfield,2014
       410,0.2,98.0,0.0,0.0,0.0,1.7,3260000,Westford,2014
       211,0.0,99.5,0.0,0.0,0.0,0.5,3300000,Weston,2014
       116,2.6,92.2,0.9,0.0,0.0,4.3,3310000,Westport,2014
       212,0.0,99.1,0.0,0.0,0.0,0.9,3350000,Westwood,2014
       518,4.6,87.8,0.8,0.2,0.2,6.4,3360000,Weymouth,2014
       324,1.5,93.8,1.5,0.3,0.0,2.8,7800000,Whitman-Hanson,2014
       300,0.7,98.7,0.3,0.0,0.0,0.3,8850000,Whittier Regional Vocational Technical,2014
       226,2.7,92.9,0.0,0.4,0.0,4.0,3420000,Wilmington,2014
        95,5.3,80.0,3.2,2.1,0.0,9.5,3430000,Winchendon,2014
       272,0.4,98.5,0.0,0.0,0.0,1.1,3440000,Winchester,2014
       152,4.6,88.2,3.3,1.3,0.0,2.6,3460000,Winthrop,2014
       338,7.1,84.6,2.1,1.8,0.0,4.4,3470000,Woburn,2014
"     1,742",9.6,79.2,2.1,1.1,0.1,7.9,3480000,Worcester,2014
"    73,168",5.6,86.1,1.2,1.0,0.1,6.0,0,State Totals,2014
        81,3.7,92.6,1.2,0.0,0.0,2.5,4450000,Abby Kelley Foster Charter Public (District),2015
       132,4.5,92.4,0.8,0.0,0.0,2.3,10000,Abington,2015
        42,0.0,92.9,0.0,0.0,0.0,7.1,4120000,Academy Of the Pacific Rim Charter Public,2015
       486,0.6,96.1,0.0,0.0,0.0,3.3,6000000,Acton-Boxborough,2015
        94,5.3,80.9,1.1,1.1,0.0,11.7,6030000,Adams-Cheshire,2015
       128,0.0,99.2,0.0,0.0,0.0,0.8,4300000,Advanced Math and Science Academy Charter (District),2015
       328,4.6,90.5,0.3,2.4,0.0,2.1,50000,Agawam,2015
       144,4.9,88.9,0.7,1.4,0.0,4.2,70000,Amesbury,2015
        14,14.3,78.6,7.1,0.0,0.0,0.0,4150000,Amesbury Academy Charter Public (District),2015
       273,3.7,87.5,1.1,0.0,0.0,7.7,6050000,Amherst-Pelham,2015
       438,0.7,95.4,0.7,0.2,0.0,3.0,90000,Andover,2015
       323,3.4,92.3,0.9,0.3,0.0,3.1,100000,Arlington,2015
       172,3.5,94.2,0.0,0.0,0.0,2.3,6100000,Ashburnham-Westminster,2015
       178,3.4,91.6,0.0,0.0,0.0,5.1,140000,Ashland,2015
       246,3.3,95.1,1.2,0.0,0.0,0.4,8010000,Assabet Valley Regional Vocational Technical,2015
        88,12.5,77.3,2.3,1.1,0.0,6.8,6150000,Athol-Royalston,2015
       448,5.6,82.8,1.3,0.4,0.0,9.8,160000,Attleboro,2015
       174,2.3,89.7,2.3,0.6,0.0,5.2,170000,Auburn,2015
        45,6.7,86.7,0.0,0.0,0.0,6.7,180000,Avon,2015
        73,8.2,82.2,2.7,0.0,0.0,6.8,6160000,Ayer Shirley School District,2015
       382,3.7,85.9,1.6,0.5,0.0,8.4,200000,Barnstable,2015
       236,1.3,94.9,0.0,0.0,0.0,3.8,230000,Bedford,2015
       184,1.1,91.8,2.2,0.5,0.0,4.3,240000,Belchertown,2015
       190,3.2,93.7,0.0,0.5,0.0,2.6,250000,Bellingham,2015
       291,1.4,93.8,0.7,0.3,0.0,3.8,260000,Belmont,2015
        19,5.3,78.9,5.3,0.0,0.0,10.5,4140000,Berkshire Arts and Technology Charter Public,2015
       130,1.5,93.8,0.0,0.0,0.0,4.6,6180000,Berkshire Hills,2015
        59,0.0,98.3,0.0,0.0,0.0,1.7,6200000,Berlin-Boylston,2015
       341,4.1,91.5,0.6,0.3,0.0,3.5,300000,Beverly,2015
       375,3.2,88.0,2.7,0.0,0.0,6.1,310000,Billerica,2015
       283,0.7,98.6,0.0,0.0,0.0,0.7,8050000,Blackstone Valley Regional Vocational Technical,2015
       106,9.4,84.9,1.9,0.0,0.0,3.8,6220000,Blackstone-Millville,2015
       185,0.5,97.8,0.0,0.0,0.0,1.6,8060000,Blue Hills Regional Vocational Technical,2015
"     4,021",11.9,70.7,1.0,0.9,0.1,15.4,350000,Boston,2015
        58,1.7,82.8,0.0,0.0,0.0,15.5,4490000,Boston Collegiate Charter,2015
       141,22.7,9.2,5.0,0.0,0.0,63.1,4240000,Boston Day and Evening Academy Charter,2015
        75,6.7,77.3,2.7,1.3,2.7,9.3,4110000,Boston Green Academy Horace Mann Charter School,2015
        40,12.5,80.0,0.0,0.0,0.0,7.5,4160000,Boston Preparatory Charter Public,2015
       125,7.2,90.4,0.8,0.0,0.0,1.6,360000,Bourne,2015
       413,3.6,92.3,0.2,0.0,0.0,3.9,400000,Braintree,2015
       397,2.8,92.2,0.3,1.0,0.0,3.8,6250000,Bridgewater-Raynham,2015
       101,2.0,96.0,1.0,0.0,0.0,1.0,9100000,Bristol County Agricultural,2015
       306,2.3,97.1,0.0,0.3,0.0,0.3,8100000,Bristol-Plymouth Regional Vocational Technical,2015
"     1,248",9.5,76.8,0.6,4.6,0.0,8.7,440000,Brockton,2015
       477,1.7,92.0,1.5,0.0,0.0,4.8,460000,Brookline,2015
       266,2.3,93.2,0.8,0.4,0.0,3.4,480000,Burlington,2015
       445,3.6,91.5,0.2,0.0,0.0,4.7,490000,Cambridge,2015
       231,1.3,94.8,0.4,0.0,0.0,3.5,500000,Canton,2015
       134,4.5,88.1,1.5,0.7,0.0,5.2,8150000,Cape Cod Regional Vocational Technical,2015
       106,6.6,91.5,0.0,0.0,0.0,1.9,520000,Carver,2015
       159,5.0,92.5,0.0,1.3,0.0,1.3,6350000,Central Berkshire,2015
       438,3.0,92.5,0.5,0.9,0.0,3.2,560000,Chelmsford,2015
       345,19.4,62.9,2.3,2.6,0.0,12.8,570000,Chelsea,2015
       637,10.0,80.2,2.7,2.4,0.0,4.7,610000,Chicopee,2015
        50,4.0,78.0,2.0,0.0,0.0,16.0,4370000,City on a Hill Charter Public School Circuit Street (District),2015
       109,4.6,90.8,0.0,0.9,0.0,3.7,640000,Clinton,2015
        32,9.4,71.9,3.1,0.0,0.0,15.6,4380000,Codman Academy Charter Public (District),2015
        87,0.0,96.6,1.1,0.0,0.0,2.3,650000,Cohasset,2015
        50,0.0,94.0,0.0,0.0,0.0,6.0,4360000,Community Charter School of Cambridge,2015
       299,0.3,97.7,0.3,0.0,0.0,1.7,6400000,Concord-Carlisle,2015
       286,1.7,93.0,0.0,0.0,0.0,5.2,710000,Danvers,2015
       279,6.1,89.2,0.7,0.0,0.0,3.9,720000,Dartmouth,2015
       189,4.8,87.8,2.6,0.5,0.0,4.2,730000,Dedham,2015
       192,10.4,81.3,0.0,1.6,0.0,6.8,6450000,Dennis-Yarmouth,2015
       225,3.1,92.4,0.9,0.0,0.0,3.6,6500000,Dighton-Rehoboth,2015
       109,5.5,91.7,0.0,0.0,0.0,2.8,770000,Douglas,2015
       155,0.0,96.8,0.0,0.0,0.0,3.2,6550000,Dover-Sherborn,2015
       253,4.7,90.5,0.8,0.8,0.0,3.2,790000,Dracut,2015
       260,3.5,91.9,1.5,1.2,0.0,1.9,6580000,Dudley-Charlton Reg,2015
       268,0.0,97.8,0.0,0.0,0.0,2.2,820000,Duxbury,2015
       150,3.3,92.7,1.3,0.7,0.0,2.0,830000,East Bridgewater,2015
       217,1.8,93.5,0.0,2.8,0.0,1.8,870000,East Longmeadow,2015
