grad_(%) in Cohort,grad_# Dropped Out,grad_# Graduated,grad_# H.S. Equiv.,grad_# Non-Grad Completers,grad_# Permanently Excluded,grad_# Still in School,District Code,Year,sal_Average Salary,sal_FTE Count,sal_Salary Totals,mcas_MCAS_Avg. Scaled Score_ELA,mcas_MCAS_Avg. Scaled Score_MATH,mcas_MCAS_Avg. Scaled Score_SCI,mcas_MCAS_SGP_ELA,mcas_MCAS_SGP_MATH,expend_In-District Expenditures,expend_In-District Expenditures per Pupil,expend_Total Expenditures,expend_Total Expenditures per Pupil,expend_Total In-district FTEs,expend_Total Pupil FTEs,age_26-32 yrs ((%)),age_33-40 yrs ((%)),age_41-48 yrs ((%)),age_49-56 yrs ((%)),age_57-64 yrs ((%)),age_<26 yrs ((%) ),age_Over 64 yrs ((%)),prog_Career Technical Education ((%)),prog_English Learners ((%)),prog_General Education ((%)),prog_Special Education ((%)),demo_American Indian or Alaska Native,demo_Asian,demo_Black or African American,demo_Female,demo_Hispanic or Latino,demo_Male,"demo_Multi-Race, Not Hispanic or Latino",demo_Native Hawaiian or Other Pacific Islander,demo_Nonbinary,demo_White,sat_Math,sat_Reading,sat_Reading / Writing,sat_Tests Taken,District Name,sat_Reading_Merged
       250,2.0,94.8,0.0,0.8,0.8,1.6,00720000,2013,"  $68,091",    281.6,"     $19,174,381",,,,,,"          $41,434,699.50","              $11,064.01","          $44,295,296.93","              $11,671.09","           3,745.0","           3,795.3",14.0,19.9,31.0,21.2,9.4,3.5,1.1,0.0,1.1,85.6,13.3,0.2,3.2,2.1,48.3,1.7,51.7,1.9,0.1,,90.8,522.0,500.0,,     204,Dartmouth,500.0
       205,4.9,89.8,1.0,0.0,0.0,4.4,00730000,2013,"  $74,972",    224.9,"     $16,861,192",,,,,,"          $42,049,806.25","              $15,040.35","          $47,721,607.12","              $16,433.63","           2,795.8","           2,903.9",30.2,19.8,16.4,13.4,13.5,5.2,1.5,0.0,0.9,87.4,11.7,0.4,3.0,6.8,47.5,10.3,52.5,2.8,0.0,,76.7,507.0,493.0,,     171,Dedham,493.0
       216,9.3,88.0,0.0,0.0,0.0,2.8,06450000,2013,"  $66,581",    294.0,"     $19,574,748",,,,,,"          $48,544,638.98","              $16,182.09","          $55,344,439.23","              $15,531.79","           2,999.9","           3,563.3",12.5,18.8,20.1,26.3,18.4,1.6,2.2,0.0,2.4,86.6,11.0,1.9,2.1,6.3,48.5,7.7,51.5,5.7,0.1,,76.3,495.0,503.0,,     153,Dennis-Yarmouth,503.0
       246,2.0,95.1,0.0,0.4,0.0,2.4,06500000,2013,"  $66,406",    222.1,"     $14,748,842",,,,,,"          $35,342,915.72","              $11,704.11","          $38,470,525.54","              $12,447.59","           3,019.7","           3,090.6",20.1,18.8,22.1,19.1,12.5,6.1,1.2,4.8,0.7,83.3,11.3,0.0,1.1,0.8,47.3,3.0,52.7,2.6,0.0,,92.5,529.0,532.0,,     175,Dighton-Rehoboth,532.0
       101,8.9,85.1,3.0,0.0,0.0,3.0,00770000,2013,"  $65,321",    105.0,"      $6,858,692",,,,,,"          $16,464,086.82","              $10,009.17","          $17,399,196.01","              $10,203.01","           1,644.9","           1,705.3",22.1,27.6,19.4,9.6,17.3,3.0,1.1,0.0,0.0,93.0,7.0,0.1,1.4,0.2,49.5,1.8,50.5,1.6,0.1,,94.8,506.0,510.0,,      67,Douglas,510.0
       165,0.0,96.4,0.6,0.0,0.0,3.0,06550000,2013,"  $89,600",     97.1,"      $8,700,196",,,,,,"          $19,713,801.00","              $17,035.78","          $20,451,642.00","              $17,122.94","           1,157.2","           1,194.4",19.0,22.2,24.5,14.7,13.3,5.3,0.9,0.0,0.4,90.6,9.0,0.0,6.1,2.1,50.6,2.0,49.4,2.0,0.0,,87.7,618.0,608.0,,     150,Dover-Sherborn,608.0
       269,8.2,82.2,2.6,0.4,0.0,6.7,00790000,2013,"  $66,937",    216.0,"     $14,458,469",,,,,,"          $36,693,790.76","               $9,558.16","          $41,782,162.76","              $10,395.12","           3,839.0","           4,019.4",20.0,22.2,19.0,22.6,10.6,4.5,1.1,0.0,0.7,86.0,13.3,0.0,5.0,3.5,48.4,6.1,51.6,1.4,0.1,,84.0,494.0,492.0,,     173,Dracut,492.0
       265,3.0,93.6,0.8,0.0,0.0,2.6,06580000,2013,"  $66,304",    269.4,"     $17,862,364",,,,,,"          $41,873,262.28","              $10,375.71","          $45,080,705.23","              $10,908.29","           4,035.7","           4,132.7",15.4,16.9,21.4,24.5,17.7,2.6,1.5,0.0,0.2,91.8,8.0,0.1,0.0,1.1,50.1,5.2,49.9,1.6,1.4,,90.6,515.0,507.0,,     215,Dudley-Charlton Reg,507.0
       248,1.2,97.6,0.0,0.0,0.0,1.2,00820000,2013,"  $71,398",    235.3,"     $16,799,926",,,,,,"          $37,982,896.33","              $11,902.01","          $40,265,356.93","              $12,497.39","           3,191.3","           3,221.9",18.6,27.7,14.3,17.0,16.0,4.6,1.8,0.0,0.1,95.4,4.5,0.1,1.2,0.6,48.2,1.2,51.8,2.0,0.0,,94.9,574.0,551.0,,     228,Duxbury,551.0
       125,3.2,88.8,0.8,1.6,0.0,5.6,00830000,2013,"  $70,248",    123.0,"      $8,640,457",,,,,,"          $21,335,580.53","               $9,469.01","          $24,118,755.27","              $10,384.38","           2,253.2","           2,322.6",18.8,24.2,21.5,17.0,15.2,3.4,0.0,0.0,0.0,88.8,11.2,0.1,0.5,1.6,50.8,1.3,49.2,1.8,0.2,,94.5,495.0,494.0,,     101,East Bridgewater,494.0
       232,0.9,95.7,0.9,0.0,0.0,2.6,00870000,2013,"  $76,928",    190.2,"     $14,631,784",,,,,,"          $32,377,226.22","              $11,885.04","          $36,024,435.14","              $12,797.77","           2,724.2","           2,814.9",10.3,16.7,25.5,26.7,16.6,1.8,2.4,0.0,0.0,85.3,14.7,0.1,3.7,3.3,50.1,3.8,49.9,0.9,0.1,,88.1,511.0,497.0,,     190,East Longmeadow,497.0
       120,4.2,88.3,0.8,0.8,0.0,5.8,00860000,2013,"  $64,276",    118.0,"      $7,584,526",,,,,,"          $18,194,916.95","              $11,364.72","          $22,702,167.95","              $11,820.97","           1,601.0","           1,920.5",6.8,22.8,20.4,23.3,24.9,0.8,1.0,4.1,1.7,77.2,17.0,0.0,4.3,1.8,52.2,7.8,47.8,0.4,0.0,,85.8,500.0,482.0,,      60,Easthampton,482.0
       302,3.6,93.0,0.7,0.0,0.0,2.6,00880000,2013,"  $69,760",    258.9,"     $18,060,943",,,,,,"          $41,473,813.18","              $10,764.87","          $45,002,815.10","              $11,475.92","           3,852.7","           3,921.5",18.5,19.1,21.3,20.0,16.7,3.8,0.6,0.1,0.0,84.5,15.4,0.2,3.2,4.4,49.6,3.5,50.4,2.7,0.1,,85.9,527.0,525.0,,     268,Easton,525.0
        35,0.0,100.0,0.0,0.0,0.0,0.0,04520000,2013,,,,,,,,,,,,,,,32.5,22.6,13.6,13.8,4.5,7.7,5.2,1.7,3.2,89.8,5.3,1.5,2.9,45.8,67.3,44.0,32.7,1.1,0.0,,4.7,394.0,405.0,,      35,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),405.0
       114,0.9,97.4,0.9,0.0,0.0,0.9,09130000,2013,,,,,,,,,"          $10,993,482.71","              $23,149.05","          $10,993,482.71","              $23,149.05",             474.9,             474.9,31.4,30.6,5.7,19.1,9.1,2.3,1.9,35.7,0.0,56.1,8.2,0.2,0.4,0.6,64.3,9.4,35.7,2.9,0.0,,86.4,471.0,485.0,,      94,Essex Agricultural Technical,485.0
       519,9.1,79.6,2.9,1.7,0.0,6.7,00930000,2013,"  $68,899",    462.5,"     $31,865,980",,,,,,"          $75,808,931.48","              $11,402.41","          $90,972,057.48","              $12,484.33","           6,648.5","           7,286.9",29.3,27.7,14.1,9.3,10.5,8.3,0.8,0.0,3.2,82.6,14.2,0.6,5.1,18.7,47.6,37.0,52.4,1.8,0.1,,36.7,438.0,431.0,,     290,Everett,431.0
       177,6.2,89.8,0.6,0.0,0.0,3.4,00940000,2013,"  $65,123",    137.4,"      $8,947,919",,,,,,"          $21,884,399.90","              $10,960.83","          $24,162,559.08","              $11,776.27","           1,996.6","           2,051.8",20.4,23.8,26.0,16.0,11.3,2.5,0.0,0.0,0.0,91.5,8.5,0.4,1.9,0.7,48.2,3.2,51.8,1.8,0.0,,92.0,503.0,507.0,,     114,Fairhaven,507.0
       740,13.2,73.0,1.6,4.5,0.0,7.7,00950000,2013,"  $66,138",    735.4,"     $48,637,981",,,,,,"         $132,798,435.00","              $13,139.12","         $149,963,495.60","              $13,599.05","          10,107.1","          11,027.5",24.6,17.4,18.1,19.6,11.3,8.7,0.3,2.0,1.7,72.1,24.1,0.3,4.5,7.0,48.2,19.9,51.8,4.8,0.1,,63.3,463.0,446.0,,     288,Fall River,446.0
       241,4.1,88.4,3.3,0.4,0.0,3.7,00960000,2013,"  $75,191",    287.2,"     $21,594,934",,,,,,"          $51,363,635.36","              $14,546.90","          $56,585,125.36","              $15,263.16","           3,530.9","           3,707.3",13.8,18.4,24.6,25.2,13.5,3.4,1.2,0.9,1.0,82.6,15.4,1.3,2.6,4.3,48.0,3.3,52.0,4.4,0.1,,83.9,532.0,532.0,,     146,Falmouth,532.0
       450,14.0,71.6,3.1,1.8,0.0,9.6,00970000,2013,"  $73,612",    351.8,"     $25,896,852",,,,,,"          $64,665,834.44","              $13,292.60","          $76,232,582.68","              $13,568.62","           4,864.8","           5,618.3",10.7,22.7,26.1,20.7,13.0,6.0,0.7,1.1,4.8,77.5,16.6,0.1,5.5,5.8,49.6,44.6,50.4,5.7,0.1,,38.2,441.0,438.0,,     158,Fitchburg,438.0
        34,5.9,91.2,0.0,0.0,0.0,2.9,04130000,2013,,,,,,,,,,,,,,,33.9,27.5,16.0,12.2,2.0,5.5,2.8,0.0,0.0,90.8,9.2,0.0,1.9,1.4,43.8,3.3,56.2,3.3,0.0,,90.0,541.0,584.0,,      30,Four Rivers Charter Public (District),584.0
       214,0.9,97.2,0.0,0.0,0.0,1.9,00990000,2013,"  $75,920",    206.2,"     $15,654,763",,,,,,"          $36,205,570.21","              $13,272.81","          $39,520,447.65","              $13,774.51","           2,727.8","           2,869.1",19.9,22.2,18.8,21.4,13.1,2.7,2.0,0.0,0.3,89.4,10.2,0.2,2.9,3.9,48.5,2.4,51.5,1.0,0.0,,89.5,556.0,543.0,,     180,Foxborough,543.0
        53,0.0,98.1,1.9,0.0,0.0,0.0,04460000,2013,,,,,,,,,,,,,,,36.4,21.0,20.5,18.0,4.1,0.0,0.0,2.6,1.3,85.5,10.6,0.0,9.8,22.6,53.7,4.7,46.3,4.3,0.1,,58.5,506.0,521.0,,      47,Foxborough Regional Charter (District),521.0
       573,7.0,83.2,1.0,0.5,0.0,8.2,01000000,2013,"  $75,856",    647.2,"     $49,094,099",,,,,,"         $124,217,422.25","              $15,237.66","         $144,005,599.00","              $16,514.78","           8,152.0","           8,719.8",24.7,21.1,20.2,12.4,14.3,5.9,1.5,0.0,0.5,95.6,4.0,0.1,5.6,6.1,48.9,22.6,51.1,2.7,0.1,,63.0,552.0,516.0,,     408,Framingham,516.0
        56,0.0,92.9,0.0,0.0,0.0,7.1,04780000,2013,,,,,,,,,,,,,,,28.4,19.9,23.3,14.1,2.4,11.9,0.0,0.0,0.0,93.8,6.2,0.5,3.3,1.3,46.4,2.8,53.6,1.0,0.3,,90.8,561.0,585.0,,      56,Francis W. Parker Charter Essential (District),585.0
       475,13.3,82.7,1.3,0.0,0.0,2.7,01010000,2013,"  $70,753",    406.1,"     $28,732,647",,,,,,"          $60,607,982.22","              $10,257.07","          $71,626,162.22","              $11,130.54","           5,908.9","           6,435.1",20.5,20.1,22.2,16.4,11.3,8.8,0.6,0.4,0.7,79.7,19.2,0.3,4.6,1.7,49.2,2.2,50.8,1.6,0.2,,89.5,557.0,533.0,,     367,Franklin,533.0
       114,2.6,94.7,0.9,0.0,0.0,1.8,08180000,2013,"  $65,578",     54.8,"      $3,593,657",,,,,,"          $10,789,718.26","              $22,028.82","          $10,794,718.26","              $21,994.13",             489.8,             490.8,20.8,17.6,13.8,15.0,29.2,3.5,0.0,51.0,0.0,45.0,3.9,0.4,0.6,0.2,37.8,2.5,62.2,2.3,0.0,,94.0,489.0,489.0,,      17,Franklin County Regional Vocational Technical,489.0
       189,3.2,95.2,0.0,0.0,0.0,1.6,06650000,2013,"  $66,894",    195.4,"     $13,071,100",,,,,,"          $30,775,926.00","              $10,178.57","          $32,777,748.05","              $10,676.79","           3,023.6","           3,070.0",24.1,15.1,19.0,18.7,14.3,8.2,0.6,0.0,0.3,83.6,16.1,0.2,1.0,0.9,49.1,1.3,50.9,1.4,0.1,,95.0,538.0,526.0,,     140,Freetown-Lakeville,526.0
       103,1.9,89.3,2.9,0.0,1.0,4.9,06700000,2013,"  $64,663",     58.3,"      $3,769,860",,,,,,"          $10,196,882.00","              $16,475.82","          $11,718,605.00","              $16,786.43",             618.9,             698.1,1.8,13.1,28.3,35.0,21.7,0.0,0.0,0.0,0.0,85.0,15.0,0.0,2.4,0.5,49.9,4.0,50.1,3.4,0.3,,89.4,539.0,535.0,,      70,Frontier,535.0
       208,10.6,71.6,1.9,1.0,0.0,14.9,01030000,2013,"  $63,726",    178.2,"     $11,355,976",,,,,,"          $28,358,225.71","              $11,420.95","          $30,334,486.51","              $11,343.81","           2,483.0","           2,674.1",16.2,19.5,24.4,23.1,13.6,1.3,1.9,0.0,2.2,81.0,16.7,0.3,1.9,3.0,46.3,11.8,53.7,4.5,0.1,,78.5,515.0,518.0,,      92,Gardner,518.0
        99,6.1,79.8,3.0,3.0,0.0,8.1,06720000,2013,"  $55,995",     85.6,"      $4,793,151",,,,,,"          $14,908,143.00","              $14,671.93","          $16,585,338.00","              $14,619.07","           1,016.1","           1,134.5",17.7,19.7,19.5,26.1,9.6,6.7,0.7,1.2,1.8,90.1,7.0,0.4,0.4,0.5,50.1,2.9,49.9,0.9,0.0,,94.9,529.0,528.0,,      53,Gateway,528.0
        99,0.0,96.0,0.0,0.0,0.0,4.0,01050000,2013,"  $64,209",    110.9,"      $7,120,796",,,,,,"          $16,116,964.00","              $10,367.94","          $17,721,110.00","              $11,056.35","           1,554.5","           1,602.8",27.1,13.3,18.7,18.7,13.0,8.3,1.0,2.5,0.0,86.8,10.7,0.0,0.9,0.1,47.4,1.3,52.6,1.3,0.1,,96.3,548.0,540.0,,      86,Georgetown,540.0
        86,8.1,82.6,2.3,0.0,0.0,7.0,06740000,2013,"  $56,207",     90.4,"      $5,081,115",,,,,,"          $16,763,883.92","              $16,048.14","          $19,058,529.02","              $14,736.36","           1,044.6","           1,293.3",24.4,13.9,12.3,22.5,16.4,9.2,1.3,0.0,3.2,80.2,16.6,0.2,0.4,1.8,49.0,7.5,51.0,4.2,0.1,,85.8,504.0,485.0,,      40,Gill-Montague,485.0
        28,3.6,92.9,0.0,0.0,0.0,3.6,04960000,2013,,,,,,,,,,,,,,,21.5,23.0,20.0,16.7,5.1,11.0,2.7,0.0,0.0,88.0,12.0,0.8,0.6,13.9,54.3,24.4,45.7,3.3,0.0,,57.0,490.0,466.0,,      22,Global Learning Charter Public  (District),466.0
       266,6.4,83.1,2.3,1.5,0.0,6.8,01070000,2013,"  $71,269",    250.9,"     $17,881,342",,,,,,"          $43,940,565.17","              $14,420.93","          $49,581,477.12","              $14,489.03","           3,047.0","           3,422.0",14.2,17.2,17.5,26.9,20.8,2.9,0.5,5.5,0.3,79.3,14.9,0.3,1.7,1.5,48.6,5.2,51.4,1.2,0.3,,89.8,496.0,494.0,,     140,Gloucester,494.0
       170,1.8,92.4,2.4,0.0,0.0,3.5,01100000,2013,"  $67,938",    205.6,"     $13,968,110",,,,,,"          $29,448,534.00","               $9,915.00","          $31,182,239.00","              $10,110.64","           2,970.1","           3,084.1",18.4,23.5,25.5,11.7,8.6,10.5,1.9,0.1,0.1,91.0,8.9,0.1,10.7,1.2,49.4,2.8,50.6,2.6,0.0,,82.6,544.0,527.0,,     133,Grafton,527.0
        95,0.0,100.0,0.0,0.0,0.0,0.0,01110000,2013,"  $61,010",     80.9,"      $4,935,707",,,,,,"          $11,727,766.29","              $11,709.03","          $13,096,588.00","              $12,205.58","           1,001.6","           1,073.0",13.8,26.5,24.4,20.2,12.2,2.8,0.0,0.0,1.9,78.7,19.4,0.0,1.9,0.6,48.2,2.8,51.8,1.9,0.1,,92.8,520.0,510.0,,      64,Granby,510.0
       320,0.9,97.2,0.0,0.6,0.3,0.9,08210000,2013,"  $73,639",    136.1,"     $10,022,277",,,,,,"          $25,159,660.00","              $17,962.20","          $25,164,660.00","              $17,952.96","           1,400.7","           1,401.7",13.0,18.9,20.0,26.0,19.2,0.9,1.9,52.6,0.0,41.9,5.5,0.4,2.3,1.6,43.9,4.0,56.1,2.7,0.1,,89.0,471.0,461.0,,     121,Greater Fall River Regional Vocational Technical,461.0
       301,6.3,89.0,1.0,0.3,0.0,3.3,08230000,2013,"  $75,007",    131.2,"      $9,840,869",,,,,,"          $27,811,991.60","              $21,890.59","          $28,526,874.89","              $20,377.79","           1,270.5","           1,399.9",17.7,14.5,30.2,24.8,10.7,1.0,1.0,46.4,0.0,36.6,17.0,0.1,0.3,0.5,47.0,77.7,53.0,1.6,0.0,,19.8,382.0,368.0,,     145,Greater Lawrence Regional Vocational Technical,368.0
       496,2.8,92.3,1.2,1.0,0.2,2.4,08280000,2013,"  $77,445",    182.0,"     $14,095,019",,,,,,"          $39,730,227.33","              $18,975.18","          $39,974,979.39","              $18,682.52","           2,093.8","           2,139.7",9.6,15.1,25.1,25.9,17.3,2.4,4.6,46.8,0.0,45.9,7.3,0.4,15.1,3.9,48.7,24.9,51.3,2.6,0.0,,53.2,456.0,450.0,,     150,Greater Lowell Regional Vocational Technical,450.0
       503,2.6,94.4,0.0,0.6,0.8,1.6,08250000,2013,"  $76,074",    197.4,"     $15,017,084",,,,,,"          $38,610,253.56","              $18,592.12","          $38,628,152.56","              $18,582.84","           2,076.7","           2,078.7",11.1,16.6,31.9,20.0,16.4,1.9,2.2,55.2,0.4,38.1,6.3,0.3,0.9,8.1,52.0,15.8,48.0,2.2,0.0,,72.7,432.0,436.0,,     290,Greater New Bedford Regional Vocational Technical,436.0
        95,17.9,74.7,2.1,0.0,0.0,5.3,01140000,2013,"  $61,233",    146.8,"      $8,988,998",,,,,,"          $26,806,022.00","              $12,793.41","          $32,643,844.67","              $12,586.31","           2,095.3","           2,593.6",17.6,20.1,16.2,23.2,16.3,4.9,1.8,0.0,2.4,83.0,14.6,0.3,2.1,3.8,49.5,11.2,50.5,2.5,0.0,,80.1,481.0,467.0,,      40,Greenfield,467.0
       237,0.4,96.2,0.4,0.0,0.0,3.0,06730000,2013,"  $70,773",    179.1,"     $12,675,499",,,,,,"          $31,599,345.00","              $12,101.46","          $35,001,677.00","              $12,848.90","           2,611.2","           2,724.1",9.8,14.6,22.3,24.9,24.3,3.4,0.6,0.0,0.6,87.9,11.5,0.0,4.6,0.5,48.4,1.4,51.6,0.5,0.2,,92.9,578.0,547.0,,     212,Groton-Dunstable,547.0
        42,2.4,97.6,0.0,0.0,0.0,0.0,01170000,2013,"  $61,727",     50.2,"      $3,098,718",,,,,,"           $7,504,486.01","              $11,177.37","           $8,989,683.28","              $11,227.28",             671.4,             800.7,23.9,15.2,11.0,21.7,15.8,10.2,2.2,0.0,2.0,90.0,8.0,0.3,2.1,2.4,51.1,6.5,48.9,3.6,2.9,,82.1,536.0,520.0,,      36,Hadley,520.0
       173,2.3,94.8,0.6,0.0,0.0,2.3,06750000,2013,"  $77,909",    149.0,"     $11,608,428",,,,,,"          $27,935,106.44","              $14,475.65","          $29,455,652.32","              $15,056.82","           1,929.8","           1,956.3",13.5,18.8,28.0,19.5,16.0,3.4,0.7,0.0,0.0,81.0,19.0,0.1,4.0,1.2,53.0,1.2,47.0,1.5,0.3,,91.8,553.0,555.0,,     155,Hamilton-Wenham,555.0
        24,12.5,87.5,0.0,0.0,0.0,0.0,04990000,2013,,,,,,,,,,,,,,,48.8,7.5,4.5,8.3,0.0,30.8,0.0,0.0,0.0,99.3,0.7,0.6,3.6,23.7,50.0,26.0,50.0,0.0,0.3,,45.8,488.0,456.0,,      23,Hampden Charter School of Science (District),456.0
       325,2.2,93.5,0.0,0.3,0.3,3.7,06800000,2013,"  $69,723",    236.2,"     $16,468,524",,,,,,"          $41,182,675.92","              $12,172.34","          $44,273,213.09","              $12,840.26","           3,383.3","           3,448.0",13.9,21.3,27.4,21.0,13.5,2.0,0.8,2.0,0.4,83.3,14.3,0.1,2.7,2.8,49.9,4.9,50.1,1.8,0.1,,87.5,534.0,515.0,,     262,Hampden-Wilbraham,515.0
       125,1.6,94.4,1.6,0.0,0.0,2.4,06830000,2013,"  $68,777",     62.1,"      $4,271,042",,,,,,"          $11,084,028.00","              $14,513.59","          $12,868,436.00","              $14,818.56",             763.7,             868.4,11.3,28.0,36.0,12.2,8.5,3.7,0.3,1.0,0.5,83.7,14.8,0.0,0.5,0.5,53.0,2.1,47.0,1.4,0.0,,95.4,547.0,541.0,,      80,Hampshire,541.0
       178,0.6,97.8,0.0,0.6,0.0,1.1,01220000,2013,"  $76,236",    184.7,"     $14,080,771",,,,,,"          $29,438,794.75","              $10,937.69","          $30,896,678.46","              $11,261.36","           2,691.5","           2,743.6",17.2,32.4,21.4,15.2,9.9,2.1,1.9,0.0,0.1,82.7,17.1,0.0,1.7,0.9,48.2,0.9,51.8,0.2,0.0,,96.3,513.0,502.0,,     172,Hanover,502.0
       117,0.9,97.4,0.0,0.0,0.0,1.7,01250000,2013,"  $89,489",     76.6,"      $6,854,891",,,,,,"          $16,394,472.18","              $13,596.34","          $18,591,063.23","              $14,690.69","           1,205.8","           1,265.5",12.2,19.3,22.4,27.9,17.2,0.0,1.1,0.0,0.0,92.7,7.3,0.1,8.3,2.1,48.8,2.8,51.2,2.1,0.1,,84.5,610.0,609.0,,     108,Harvard,609.0
        36,2.8,91.7,0.0,0.0,0.0,5.6,01270000,2013,"  $53,182",     39.8,"      $2,116,631",,,,,,"           $5,452,890.00","              $13,168.05","           $6,312,251.00","              $12,977.49",             414.1,             486.4,30.2,20.7,11.4,20.7,8.4,8.6,0.0,0.0,0.0,90.9,9.1,0.0,1.1,1.1,48.9,2.0,51.1,2.0,0.0,,93.8,500.0,569.0,,      25,Hatfield,569.0
       484,14.7,72.9,2.3,1.9,0.0,8.3,01280000,2013,"  $64,638",    512.5,"     $33,126,845",,,,,,"          $88,849,085.00","              $12,551.26","         $100,941,630.00","              $12,114.79","           7,078.9","           8,332.1",15.4,20.2,20.0,18.3,18.2,6.8,1.2,0.0,0.1,88.9,11.0,0.2,1.9,4.5,46.4,24.7,53.6,0.6,0.2,,68.0,498.0,489.0,,     227,Haverhill,489.0
       277,1.1,96.0,0.4,0.0,0.0,2.5,01310000,2013,"  $76,776",    266.7,"     $20,476,217",,,,,,"          $44,469,690.97","              $10,598.37","          $48,826,532.00","              $11,430.23","           4,195.9","           4,271.7",19.5,28.0,16.1,17.3,15.1,2.6,1.3,0.0,0.3,87.1,12.6,0.0,1.5,1.3,48.6,2.0,51.4,2.6,0.0,,92.6,569.0,553.0,,     257,Hingham,553.0
        73,9.6,83.6,2.7,0.0,0.0,4.1,01330000,2013,"  $57,099",     87.3,"      $4,984,754",,,,,,"          $14,933,223.65","              $12,330.30","          $17,694,059.15","              $13,828.89","           1,211.1","           1,279.5",26.9,28.0,9.1,14.3,7.4,12.9,1.4,0.0,2.4,78.1,19.5,0.1,4.0,16.7,49.5,6.5,50.5,5.8,0.1,,66.8,458.0,448.0,,      48,Holbrook,448.0
       220,0.5,93.2,0.5,0.0,0.0,5.9,01360000,2013,"  $76,780",    213.3,"     $16,377,233",,,,,,"          $33,315,393.90","              $11,822.77","          $36,229,220.67","              $12,548.22","           2,817.9","           2,887.2",13.9,21.2,28.6,20.4,12.6,2.2,1.1,0.0,0.2,84.3,15.5,0.0,3.1,1.0,50.1,2.7,49.9,2.4,0.0,,90.7,556.0,535.0,,     198,Holliston,535.0
       507,26.8,53.8,3.7,4.3,0.2,11.0,01370000,2013,"  $64,834",    503.6,"     $32,650,503",,,,,,"          $90,592,949.15","              $16,219.89","         $106,445,760.53","              $16,151.39","           5,585.3","           6,590.5",18.7,17.4,21.7,20.4,15.4,4.4,1.9,5.1,7.5,71.1,16.3,0.0,0.9,2.9,47.1,78.5,52.9,0.5,0.0,,17.2,484.0,453.0,,     112,Holyoke,453.0
        89,1.1,95.5,1.1,0.0,0.0,2.2,01380000,2013,"  $65,225",     82.0,"      $5,348,460",,,,,,"          $13,399,755.14","              $10,591.02","          $14,709,036.14","              $11,076.08","           1,265.2","           1,328.0",16.4,18.9,19.3,19.5,14.1,11.7,0.0,0.0,0.6,84.3,15.1,0.2,2.1,0.6,48.9,3.3,51.1,1.3,0.0,,92.5,518.0,510.0,,      80,Hopedale,510.0
       248,0.8,98.4,0.4,0.0,0.0,0.4,01390000,2013,"  $77,864",    243.5,"     $18,959,925",,,,,,"          $42,158,501.05","              $12,428.44","          $45,084,994.82","              $13,005.16","           3,392.1","           3,466.7",17.6,27.7,23.7,16.2,10.5,3.3,1.0,0.0,0.9,85.3,13.8,0.3,5.7,0.6,50.5,1.5,49.5,1.6,0.0,,90.3,575.0,557.0,,     229,Hopkinton,557.0
       220,5.9,88.6,1.4,0.0,0.0,4.1,01410000,2013,"  $71,306",    235.9,"     $16,821,190",,,,,,"          $38,460,224.89","              $13,326.02","          $42,645,846.86","              $14,014.41","           2,886.1","           3,043.0",27.6,23.1,19.7,15.4,8.5,4.5,1.1,0.0,3.4,82.3,14.3,0.1,2.0,0.9,50.3,5.6,49.7,2.2,0.0,,89.2,494.0,495.0,,     176,Hudson,495.0
        94,3.2,90.4,1.1,0.0,0.0,5.3,01420000,2013,"  $75,994",     88.7,"      $6,740,696",,,,,,"          $16,411,767.07","              $15,182.02","          $17,822,147.31","              $15,614.29","           1,081.0","           1,141.4",12.7,22.2,19.6,18.8,13.8,3.9,9.0,0.5,0.0,83.2,16.3,0.1,0.6,1.2,46.7,0.9,53.3,0.7,0.4,,96.2,482.0,479.0,,      78,Hull,479.0
        33,3.0,93.9,0.0,0.0,0.0,3.0,04350000,2013,,,,,,,,,,,,,,,34.8,34.1,11.4,12.1,3.2,4.3,0.0,0.0,0.7,79.2,20.1,0.3,5.9,3.5,45.7,3.8,54.3,3.5,0.0,,83.1,551.0,566.0,,      27,Innovation Academy Charter (District),566.0
